Vdaq_rtd,Vdaq_ntc,Vdaq_par,ADC_rtd,ADC_ntc,ADC_par
-4.888486419752932,7.75672218256949,-4.996150407067237,16749.407699753592,58185.22724784371,16396.614346122078
-4.876723652870421,7.843258870095491,-4.99614072982734,16787.951934274206,58468.7906655289,16396.64605650177
-4.878397417012243,7.789099471920869,-4.996160916583155,16782.46734393428,58291.32114959031,16396.57990854032
-4.8686492603316065,7.783001119932415,-4.9960836651905876,16814.41010374539,58271.33806979454,16396.833045903484
-4.864942353874583,7.827675827849594,-4.996174417466042,16826.556894823767,58417.72815269756,16396.535668847275
-4.852908186761705,7.743151690059602,-4.996059992243177,16865.990453619244,58140.759457987304,16396.910617417558
-4.857527726024151,7.817387757124612,-4.995924997889501,16850.85314736406,58384.016202545936,16397.35296691568
-4.839613790572078,7.724970276014393,-4.996046588593824,16909.553531053414,58081.182600443964,16396.954538495756
-4.8303936808911345,7.676640354254607,-4.996168641423468,16939.765986455932,57922.8151128215,16396.55459578358
-4.826456108788005,7.733010993628648,-4.995875088626791,16952.668622723468,58107.53042392235,16397.51650958773
-4.821120689258812,7.805907863941734,-4.995881979502581,16970.151725436725,58346.398888564276,16397.493929565942
-4.806264028827662,7.743014075875729,-4.995769747195519,17018.83403033752,58140.30852382958,16397.861692389724
-4.7997332439120886,7.6879344709059545,-4.995908781236178,17040.234106348867,57959.82367426463,16397.406105645292
-4.796820951110715,7.698675062085128,-4.996002167486266,17049.77710740041,57995.01844344055,16397.100097581006
-4.79237618255689,7.777110497767408,-4.9959860535347005,17064.341724997583,58252.03567908425,16397.152899777495
-4.7838503709561415,7.717520366371284,-4.995757379516989,17092.279104450914,58056.77073652542,16397.902218798732
-4.776775700463617,7.702632368201909,-4.99590460316227,17115.46138472082,58007.985744124024,16397.419796357874
-4.7683789944974855,7.791663669745104,-4.995838036863645,17142.97571083064,58299.72351302076,16397.63792080521
-4.76457245631782,7.743185533119442,-4.995614929949984,17155.448975137766,58140.87035492579,16398.368997539892
-4.7568708950380145,7.72140667095303,-4.99571971354399,17180.685451139434,58069.50537937889,16398.025642659053
-4.755611082059138,7.75637690178403,-4.995760950027675,17184.813606308617,58184.09583176591,16397.890518949316
-4.750439672870818,7.653089257876498,-4.995675988893433,17201.759279936905,57845.64288020971,16398.168919593998
-4.74038276073526,7.69273579753502,-4.995674349397157,17234.7137696227,57975.55666136276,16398.174291895397
-4.730298426470757,7.635311178000496,-4.995570543352518,17267.758116140623,57787.38766807203,16398.514443542466
-4.731809126997655,7.68786190079741,-4.9956577930439074,17262.807852654085,57959.58587653295,16398.228543753725
-4.730041082037078,7.639453914709222,-4.995828448740875,17268.6013823809,57800.96258771918,16397.6693391659
-4.730250034962667,7.762375360198741,-4.995437761014906,17267.91668543433,58203.75158029923,16398.949544706356
-4.721696430888529,7.709899363894282,-4.995318512689006,17295.94513526447,58031.798235608774,16399.340297620663
-4.7148189790674895,7.667250102499967,-4.99533586506773,17318.48116939165,57892.04513587189,16399.28343734606
-4.701904720129101,7.701129999139983,-4.995413887169275,17360.798613080962,58003.0627811819,16399.027774523718
-4.695678385934939,7.545891470039416,-4.995248768386242,17381.20106496839,57494.37716902515,16399.56883575196
-4.690325283988751,7.635401285486843,-4.9956148904051,17398.74210942566,57787.682932283285,16398.369127120568
-4.684687730006672,7.612644052250479,-4.9954456867349055,17417.215246314136,57713.11203041438,16398.923573707063
-4.682710531633019,7.655202320146596,-4.995260678161641,17423.694129944924,57852.56696265637,16399.529809799937
-4.681458441662222,7.593233853879109,-4.99519543191508,17427.79697836123,57649.508692391064,16399.743608700664
-4.671461433222117,7.733437058653534,-4.995298903714084,17460.555175617767,58108.92655379591,16399.40455230969
-4.666289080756586,7.468404468997923,-4.995344119191685,17477.50394017682,57240.4677640124,16399.256390232687
-4.66492389080515,7.462307691138678,-4.995332406436003,17481.977394609687,57220.489842323215,16399.294770590503
-4.65069914494612,7.590142771935909,-4.995236870559516,17528.589041840554,57639.379835079584,16399.607822550577
-4.645540659143465,7.438834204922687,-4.995259099238911,17545.492368118696,57143.57192269065,16399.534983613936
-4.6318625769681905,7.48688711237458,-4.995168285863347,17590.312707790632,57301.03168982903,16399.832560882984
-4.623506659602349,7.7179957682370635,-4.9949603806955425,17617.693377815023,58058.32853335921,16400.513824536847
-4.610823096945488,7.442237982290175,-4.995037342386917,17659.254875929026,57154.72542036844,16400.261636466552
-4.6104014980794386,7.5313587541745175,-4.99496367136,17660.636371093296,57446.756365679066,16400.503041687552
-4.6051707273625055,7.461659753858854,-4.995102900482565,17677.776560578543,57218.36668144469,16400.04681569873
-4.59453893957793,7.61982417629036,-4.994967789801697,17712.61480279104,57736.63986086824,16400.4895463778
-4.588613305340717,7.539464609778202,-4.994989978897339,17732.03192105954,57473.3176333212,16400.4168371492
-4.591776995841124,7.463505263786242,-4.994938334860041,17721.665140027806,57224.41404837476,16400.586064330615
-4.582206187152184,7.5992202006277925,-4.99490610042922,17753.026765939725,57669.12475341714,16400.691690113534
-4.580562555860092,7.649432479617175,-4.994943759461279,17758.412616957652,57833.66034920956,16400.56828899728
-4.570515313617723,7.40703195267948,-4.994693797720931,17791.335420337444,57039.362302540125,16401.387363628055
-4.564658090606672,7.46513114719864,-4.9949332983269565,17810.528368700056,57229.741743140505,16400.602568042228
-4.562274310659734,7.631134216973637,-4.994835740232961,17818.339538830183,57773.700602179204,16400.922246404632
-4.5540051383348015,7.349794997104501,-4.994861363644722,17845.435962704523,56851.80824651204,16400.838283608977
-4.54987450778222,7.603269218487895,-4.994763752978347,17858.97121289922,57682.39257514114,16401.15813424055
-4.544628398029129,7.45904798185348,-4.9947440113987565,17876.16166533815,57209.80842693748,16401.222823448556
-4.529068478062282,7.455989324074123,-4.994537905423934,17927.148411085516,57199.78581712609,16401.89819150685
-4.525968591576664,7.384751267621889,-4.994513908676263,17937.30611912159,56966.3529537434,16401.976824049623
-4.520797750813632,7.485452840101898,-4.994755460873069,17954.24993013389,57296.33186644591,16401.185305811126
-4.5177016277927535,7.44138831771682,-4.994601233179146,17964.395306048704,57151.94123949448,16401.690679118576
-4.501413894961301,7.58766739495978,-4.994628839262601,18017.766948990808,57631.26851980421,16401.600219504307
-4.501569536141815,7.336000708315325,-4.994427669364587,18017.2569439705,56806.607121007655,16402.25941302612
-4.4972621461192555,7.366287562504436,-4.994533724299421,18031.371399596424,56905.85108481454,16401.911892215656
-4.485346612214384,7.63062935041415,-4.994664199588612,18070.416221095908,57772.04625543709,16401.484350788036
-4.479270695048995,7.378741077889291,-4.994410305200493,18090.325786463454,56946.65876402763,16402.316311919025
-4.472565484348742,7.332150309268902,-4.994410579247026,18112.297420886043,56793.99013341234,16402.315413923345
-4.468666366766242,7.329207880631982,-4.994552687570291,18125.07404938038,56784.34838325488,16401.84975336967
-4.457087178683751,7.36922635180014,-4.99433730682055,18163.016732889086,56915.4809095787,16402.555513010422
-4.451435286653309,7.373558685046799,-4.994451306945747,18181.536852694437,56929.67709916135,16402.18195740018
-4.444193595305814,7.2767490943997455,-4.994460334850865,18205.266426901908,56612.451432529095,16402.152374760684
-4.440964700699706,7.290800295863622,-4.994396408087698,18215.8468687472,56658.49440948592,16402.36184997823
-4.427616244487737,7.471097449227136,-4.994296569572309,18259.58709006258,57249.292121627484,16402.68900082546
-4.420739248789873,7.477214697564273,-4.994381668648002,18282.121629565343,57269.337120978606,16402.41014817423
-4.411933838296504,7.274697714637231,-4.99429975512101,18310.975198670018,56605.72947132328,16402.678562419474
-4.410735327749435,7.41702100797745,-4.994131528493007,18314.90247803065,57072.094438940505,16403.229807434116
-4.408033750191004,7.270675267728093,-4.994242096269109,18323.75500737412,56592.54871729142,16402.867498945383
-4.393719036326193,7.416465478502145,-4.994287451986131,18370.661461766333,57070.27407995584,16402.718877331845
-4.380257709786232,7.254820441801526,-4.994016554542622,18414.771536572476,56540.59562369525,16403.606554074737
-4.378288030060375,7.453045499160167,-4.99410695030023,18421.22578309816,57190.13949164804,16403.310345256206
-4.371636087492812,7.023358226548856,-4.993984059304967,18443.022868503554,55782.140236755295,16403.71303446948
-4.3607235661966985,7.3278726451281635,-4.994168233420052,18478.78101828666,56779.97308355597,16403.109532729173
-4.35078011000553,7.013377484613706,-4.9940870541152895,18511.36373553388,55749.43534158219,16403.37554107502
-4.353227726169243,7.308238007934765,-4.994037045343365,18503.343386888624,56715.634304400635,16403.539409818863
-4.346459249154179,7.265817480722717,-4.994082983232121,18525.522332371584,56576.630720832196,16403.388880544986
-4.344856007102223,7.271493746763648,-4.994112752859176,18530.775835927438,56595.23070939512,16403.29133143105
-4.332548958965193,7.318659538616393,-4.994023893104631,18571.103571262858,56749.7835761382,16403.582507074745
-4.3300610051329125,7.160118508747479,-4.99403187085465,18579.256098380472,56230.27632946374,16403.55636558348
-4.319262971719753,7.249464903513479,-4.994082232626783,18614.639094268714,56523.04659583296,16403.391340128557
-4.3184832817651,7.381746470045437,-4.994053319516927,18617.19398231212,56956.506833044885,16403.486082606934
-4.316293705490909,7.177121251948128,-4.993928508512916,18624.36878584739,56285.99091838363,16403.895063304877
-4.308310652792424,7.073073201241131,-4.993848112443539,18650.527652929784,55945.04626582693,16404.158505145013
-4.296123020447503,6.90102644852381,-4.993746428603866,18690.46408659762,55381.283466522815,16404.491702750853
-4.287673866945017,7.084528982046333,-4.994061847519107,18718.15027279457,55982.58456836942,16403.45813804939
-4.280195054853345,6.989781753348231,-4.993763418380293,18742.65684425656,55672.11684937149,16404.436030651457
-4.27413528912393,7.213654028630353,-4.993845356752224,18762.513484598705,56405.70152101594,16404.167534994314
-4.276306942451663,7.397315266358612,-4.993890163414238,18755.39741097439,57007.522664803895,16404.020712524223
-4.269073755044697,7.243826900603251,-4.993949148566469,18779.099119469538,56504.571987896736,16403.827429977395
-4.267618377982247,7.147793770075534,-4.993704552521093,18783.86809902777,56189.89062578351,16404.62892229888
-4.255201405639397,7.169683739135859,-4.993844777652049,18824.556034000823,56261.61967640038,16404.169432589766
-4.243584565278122,7.197992948847485,-4.993803988688957,18862.62209649665,56354.38329478344,16404.303089864025
-4.242301977485726,7.3055619366789415,-4.993838431995676,18866.824880174776,56706.865354109555,16404.190226036568
-4.233492671809107,7.234207029616325,-4.993822243497989,18895.691213015918,56473.04959464677,16404.24327250579
-4.231578136601799,7.205215317197862,-4.993751846673112,18901.964761983225,56378.04955139395,16404.47394882155
-4.216717254558229,6.9900733596084965,-4.994098977696026,18950.660900263596,55673.07238476512,16403.336469885664
-4.213544127323573,7.2073540190949466,-4.994006103203231,18961.058603586116,56385.05764977032,16403.640801023656
-4.205915024665655,7.124494334918989,-4.99364703509995,18986.05764717558,56113.543036662544,16404.817395384485
-4.206269893954259,6.9713055900281855,-4.993469875453073,18984.894811490685,55611.574157404364,16405.39791211537
-4.20238607153629,7.066825228609854,-4.993578229154859,18997.621320789884,55924.57290910877,16405.042858705358
-4.191600134198778,6.9363845441753025,-4.99343786529706,19032.964680257446,55497.14487435364,16405.502802994593
-4.176456952121733,6.689455900417462,-4.993667080776191,19082.585859287505,54688.00909448795,16404.751709712575
-4.171662330174445,7.1854459750184265,-4.993751322747381,19098.29687648438,56313.269370940376,16404.47566562138
-4.164906530665444,7.1803661559182554,-4.993368216028743,19120.434280315472,56296.62381971294,16405.731029717015
-4.162374078614115,6.921204752975877,-4.993454106327169,19128.732619197268,55447.40373455135,16405.449584387134
-4.157344428125751,7.1019537326124045,-4.993470227293184,19145.21377791754,56039.68199102433,16405.396759205694
-4.143715760132701,7.1201969844005735,-4.993482288231775,19189.872197197164,56099.46147848379,16405.357237922122
-4.132343226567098,6.758372442399093,-4.993638365904606,19227.137715184934,54913.834819253345,16404.845802603788
-4.117681295623558,7.131741809336118,-4.993487666559217,19275.181930500727,56137.2915608326,16405.33961421876
-4.121209415427805,6.950128873961585,-4.993367691115704,19263.620987526167,55542.18229419732,16405.73274975206
-4.118423108275101,7.193571759288041,-4.993430559635474,19272.75115880415,56339.89594083505,16405.526742186477
-4.111110621739175,7.000169423483296,-4.9932956232796055,19296.712714685073,55706.15516687006,16405.96890163739
-4.09911983308704,7.191311737127613,-4.993065310244512,19336.004130940386,56332.49030021976,16406.723591390783
-4.086525916257342,6.801262766236123,-4.9932730673025585,19377.271877607942,55054.37783240252,16406.042813062977
-4.079462434475607,6.492951906147011,-4.993206457677224,19400.41749471033,54044.10480606253,16406.261079483273
-4.07775606276808,6.973743250932909,-4.9932900831679365,19406.008933521556,55619.561884656956,16405.987055475307
-4.069893756864676,7.299537847285018,-4.993190261000292,19431.772137505828,56687.12561798354,16406.314152754243
-4.063262457562892,7.207501395719055,-4.993356046186175,19453.501579057913,56385.5405734922,16405.770907857142
-4.064494584327447,6.952616560239802,-4.9929289068340434,19449.46414607582,55550.33394459379,16407.170558086207
-4.062965701714969,6.386377505375727,-4.993016271462107,19454.47398862039,53694.88180961518,16406.884281672967
-4.060563561331877,6.965687050057744,-4.992872677745561,19462.345322227706,55593.16332562922,16407.354809563345
-4.056014785928514,7.034545629347162,-4.993144643116795,19477.250749469447,55818.79911824479,16406.463633434883
-4.050666053044855,7.048347167650077,-4.99301293045579,19494.777477382617,55864.023998955774,16406.895229482467
-4.047864480420462,6.630543278245279,-4.992918790153938,19503.95767055823,54494.964214154126,16407.203708423574
-4.046239060881378,7.094909590327198,-4.993032233970909,19509.2838453039,56016.599745584164,16406.831975724126
-4.034311680512085,7.1380379403645815,-4.992844847694217,19548.367485298,56157.92272298667,16407.44600307559
-4.03743443964112,6.686274252208731,-4.992830229222562,19538.13482818398,54677.583469637575,16407.493904883508
-4.039017809933696,6.942912424184495,-4.992707969389575,19532.946440409265,55518.535431567754,16407.89452590424
-4.026585267547787,6.845985327463964,-4.992900724879649,19573.68539529941,55200.924721033916,16407.262904714364
-4.028401375539388,6.864608745034307,-4.992914141854461,19567.734372632534,55261.949935728415,16407.218939971302
-4.022180610290317,6.705232838873837,-4.992932605302452,19588.11857620069,54739.706966421785,16407.158438944924
-4.02153689184026,6.73871552909571,-4.992894169206266,19590.227912817838,54849.42304574083,16407.28438634491
-4.012401490982091,6.53357572337139,-4.99269404555794,19620.162794349882,54177.22093034338,16407.940151515744
-4.00218833357426,6.829038660164061,-4.992868900124868,19653.629268543864,55145.39388162559,16407.367188070835
-3.994612524924835,6.558190670971113,-4.992733343949159,19678.4536783263,54257.87919063815,16407.811378547394
-3.9911891941187765,6.710619869437403,-4.99280996215868,19689.671248711595,54757.35918817248,16407.56031599844
-3.976216993982362,6.616877387980093,-4.992852655738933,19738.732154118596,54450.18382493317,16407.420417674664
-3.9729346210712846,6.578458353681775,-4.99261788051956,19749.487833673615,54324.29233334444,16408.189729113506
-3.9677361653674845,6.683099178098898,-4.992760764596457,19766.522133323826,54667.17938679447,16407.72152657033
-3.964620843126509,6.725945047738216,-4.992621165071259,19776.730421243054,54807.576732428584,16408.1789662945
-3.949243521504976,6.639452180836502,-4.992548039837023,19827.118828732495,54524.156906165044,16408.418583062044
-3.95197989980669,6.537091324402352,-4.9926321849476585,19818.152264313438,54188.74085180163,16408.142856363513
-3.944387416124341,6.426207529838161,-4.992764394944733,19843.03131484376,53825.39683377368,16407.7096306451
-3.9385752593005297,6.640431706360587,-4.992494892246277,19862.076590324024,54527.366615402374,16408.5927370874
-3.936964863356188,6.882544601044252,-4.992641502554035,19867.353535754442,55320.7221487018,16408.11232443094
-3.9295583680465214,6.243076922267289,-4.992351257008609,19891.623139585157,53225.31445888545,16409.06340103419
-3.9194549164253223,6.086667250251816,-4.992491246835601,19924.730129857504,52712.79124562514,16408.604682369103
-3.9105577979552475,6.619950867544052,-4.9924655541792005,19953.884207660245,54460.25500276835,16408.688872065595
-3.9028730808019034,6.366290462941732,-4.9922072162511055,19979.065488828324,53629.06058896748,16409.535393788377
-3.8975635125235764,6.817850612174677,-4.992443802412186,19996.463882162745,55108.73288597398,16408.760148255747
-3.8928105444869523,6.714606245999564,-4.992442922242074,20012.038407825155,54770.42174689136,16408.76303239717
-3.882300787370667,5.873183984213643,-4.992339270724286,20046.476779943798,52013.24927947127,16409.10267769066
-3.874852409480444,6.521051034723202,-4.99220728618151,20070.883624614482,54136.18003058098,16409.535164640427
-3.8666632351197876,6.407682558622559,-4.99229574418364,20097.71791115948,53764.694208094406,16409.245305459048
-3.8537768768841314,6.519573268289054,-4.9921042632160875,20139.943929826077,54131.33768552957,16409.872750293525
-3.8467122221140926,6.466077364574373,-4.992105308945901,20163.09339057654,53956.04230823731,16409.86932364607
-3.833526159430745,6.31541872050413,-4.992170746665694,20206.301480777336,53462.36406334794,16409.654897325854
-3.8284347992220695,6.898461505497352,-4.992291565155626,20222.984849909124,55372.87866121372,16409.258999298043
-3.824197477130916,6.553540767106856,-4.99221023945186,20236.869706937414,54242.642385655745,16409.525487364146
-3.820816130183351,6.2214833339406255,-4.992192911149949,20247.949704615196,53154.55658865664,16409.58226874385
-3.8160390081888114,6.404230868930757,-4.992121575596087,20263.6033779669,53753.3837113123,16409.816021086743
-3.8109895610703486,6.540593100264026,-4.991920728861108,20280.149406284683,54200.21547094516,16410.474155667922
-3.810779531475495,6.418529797047292,-4.992023446026269,20280.8376312611,53800.23843896457,16410.13757206112
-3.8014234715606667,5.961168516388232,-4.992042791219644,20311.495568390008,52301.55699450096,16410.07418173147
-3.795282724061966,6.135295257907712,-4.991895705598122,20331.61756979375,52872.135501111996,16410.556151896075
-3.7922151423011083,6.174280942987696,-4.991989327977772,20341.669421707727,52999.88379398208,16410.249370082434
-3.789005015147233,6.245412646136273,-4.991928792586429,20352.188366365546,53232.96815885934,16410.44773245279
-3.7834717016762722,6.339744491209039,-4.992073522449061,20370.319927947192,53542.07474879378,16409.973481638917
-3.775781975695029,6.7129993285593805,-4.991712509495724,20395.517622042527,54765.15619982338,16411.15644888441
-3.772944314750575,6.3861504880209985,-4.991841294283579,20404.816069425317,53694.13791914721,16410.73444689157
-3.766251766538562,6.1088125939023055,-4.992133304180864,20426.74621140644,52785.35710769908,16409.777588860143
-3.7580685251125248,6.5097880612760495,-4.991952786129226,20453.56105691128,54099.27351918935,16410.369110411753
-3.7436246848568597,5.860247016781015,-4.991808342636433,20500.89063266104,51970.85742458803,16410.84242284894
-3.734285337620004,6.356366171531679,-4.991791191174636,20531.493805686772,53596.54067087501,16410.898624758953
-3.7270650586341816,6.624649900564139,-4.991689261979393,20555.153215867515,54475.65279416856,16411.232626345925
-3.7191208271115244,6.286593381923007,-4.991720376246596,20581.18487372096,53367.9091938853,16411.130671115156
